,Restaurante,Dirección,Direccion_Web,Vader,Estrellas,Tipo_de_comida
727,Ten's,"Carrer del Rec, 79, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3320910-Reviews-Ten_s-Barcelona_Catalonia.html,0.8979,5.0,Tapas
728,Teresa Carles,"Jovellanos, 2, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2075668-Reviews-Teresa_Carles-Barcelona_Catalonia.html,0.9201,5.0,Tapas
729,Terra d'Escudella,"Premia 20, baixos, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2316095-Reviews-Terra_d_Escudella-Barcelona_Catalonia.html,0.9442,5.0,Tapas
730,Terrace 83.3,"Passeig de Gràcia, 84, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d15870517-Reviews-Terrace_83_3-Barcelona_Catalonia.html,0.8442,5.0,Tapas
731,Terrazza Ravello,"Plaza Pau Vila, 1, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d15309834-Reviews-Terrazza_Ravello-Barcelona_Catalonia.html,0.836,5.0,Seafood
732,Thai Barcelona | Royal Cuisine,"Diputació, 273., Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d800988-Reviews-Thai_Barcelona_Royal_Cuisine_Restaurant-Barcelona_Catalonia.html,0.8555,5.0,Tapas
733,The Benedict,"Carrer D'en Gignas 23, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d4604959-Reviews-The_Benedict-Barcelona_Catalonia.html,0.891,5.0,Seafood
734,The Chipiron,"Maremagnum. Moll D’Espanya (Port Vell), Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d997950-Reviews-The_Chipiron-Barcelona_Catalonia.html,0.813,5.0,Tapas
735,The Clock Terrace,"Plaza España, 6-8, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d10405235-Reviews-The_Clock_Terrace-Barcelona_Catalonia.html,0.9638,5.0,Tapas
736,The Coffee House Barcelona,"Carrer Valencia, 143, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d19063298-Reviews-The_Coffee_House_Barcelona-Barcelona_Catalonia.html,0.891,5.0,Seafood
737,The George Payne,"Plaza Urquinaona, 5, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2660220-Reviews-The_George_Payne-Barcelona_Catalonia.html,0.836,5.0,Indian
738,The Green Spot,"Calle de la Reina Cristina 12, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d10058436-Reviews-The_Green_Spot-Barcelona_Catalonia.html,0.8885,5.0,Seafood
739,The Growler Barcelona,"Carrer Roger de Lluria 81, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d9996434-Reviews-The_Growler_Barcelona-Barcelona_Catalonia.html,0.8979,5.0,Tapas
740,The Sopa Boba,"Carrer del Bruc,115, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7724305-Reviews-The_Sopa_Boba-Barcelona_Catalonia.html,0.9336,5.0,Tapas
741,The Wild Rover Irish Pub Barcelona,"Carrer Santa Monica, 2, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6294180-Reviews-The_Wild_Rover_Irish_Pub_Barcelona-Barcelona_Catalonia.html,0.8779,5.0,Indian
742,The fish & chips shop,"Calle Rocafort 70, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7727901-Reviews-The_Fish_Chips_Shop-Barcelona_Catalonia.html,0.807,5.0,Seafood
743,Timesburg Poblenou,"Calle Pujades 168, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6355803-Reviews-Timesburg_Poblenou-Barcelona_Catalonia.html,0.8402,5.0,Meats
744,Tio Joe,"Via Augusta 9, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7223439-Reviews-Tio_Joe-Barcelona_Catalonia.html,0.923,5.0,Tapas
745,Tlaxcal,"Comercio 27, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2321735-Reviews-Tlaxcal-Barcelona_Catalonia.html,0.9456,5.0,Meats
746,TocaTeca,"Calle Garcilaso, 172, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d4607254-Reviews-TocaTeca-Barcelona_Catalonia.html,0.9643,5.0,Tapas
747,Tomasso - New York Pizza,"Carrer de Londres 93, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6839738-Reviews-Tomasso_New_York_Pizza-Barcelona_Catalonia.html,0.8519,5.0,Italian
748,Topik,"c/ Valencia, 199, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2010110-Reviews-Topik-Barcelona_Catalonia.html,0.9042,5.0,Tapas
749,Torre d'Alta Mar,"Passeig Joan de Borbo 88, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d718424-Reviews-Torre_d_Alta_Mar-Barcelona_Catalonia.html,0.8313,5.0,Meats
750,Totoro,"Carrer de la Legalitat, 74, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7205519-Reviews-Totoro-Barcelona_Catalonia.html,0.8807,5.0,Seafood
751,Toyo Restaurant Japones,"Calle Torrent de l'Olla, 8, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3874117-Reviews-Toyo_Restaurant_Japones-Barcelona_Catalonia.html,0.9382,5.0,Meats
752,Trafalgar Pizza Club,"Trafalgar 19, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d23845013-Reviews-Trafalgar_Pizza_Club-Barcelona_Catalonia.html,0.9186,5.0,Italian
753,Tragaluz,"Passatge De La Concepcion, Number 5, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d718426-Reviews-Tragaluz-Barcelona_Catalonia.html,0.8658,5.0,Tapas
754,Tramonti 1980,"Avda. Diagonal, 501, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d997202-Reviews-Tramonti_1980-Barcelona_Catalonia.html,0.8807,5.0,Meats
755,Trobador Rambla Catalunya,"Rambla Catalunya, 2, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d804907-Reviews-Trobador_Rambla_Catalunya-Barcelona_Catalonia.html,0.8883,5.0,Tapas
756,Trópico,"Carrer Marques de Barbera, 24, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6953348-Reviews-Tropico_Brunch_Barcelona-Barcelona_Catalonia.html,0.8834,5.0,Indian
757,Tucco Real Food,"Carrer Consolat de Mar 23, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3512003-Reviews-Tucco_Real_Food_Born-Barcelona_Catalonia.html,0.9393,5.0,Seafood
758,Tucco Real Food Eixample,"Carrer Consell de Cent, 247, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d17651083-Reviews-Tucco_Real_Food_Eixample-Barcelona_Catalonia.html,0.8176,5.0,Meats
759,Txapela,"Plaça de Catalunya, 8, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8842788-Reviews-Txapela-Barcelona_Catalonia.html,0.9042,5.0,Tapas
760,Txapela Paseo de Gracia - Aragón,"Paseo de Gracia 58, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8734326-Reviews-Txapela_Paseo_de_Gracia_Aragon-Barcelona_Catalonia.html,0.9117,5.0,Tapas
761,Ugot Bruncherie,"Carrer de Viladomat 138, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8531379-Reviews-Ugot_Bruncherie-Barcelona_Catalonia.html,0.9022,5.0,Vegetarian
762,Ukai Eixample,"Calle Mallorca 188, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8341707-Reviews-Ukai_Eixample-Barcelona_Catalonia.html,0.8555,5.0,Seafood
763,Uma,"Carrer de Mallorca, 275, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8003030-Reviews-Uma-Barcelona_Catalonia.html,0.9565,5.0,Seafood
764,Un gelato per te,"Carrer de Sant Felip Neri 1, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8112417-Reviews-Un_gelato_per_te-Barcelona_Catalonia.html,0.891,5.0,Seafood
765,Una Mica De Japó,"Carrer d'Aragó 104, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2391335-Reviews-Una_Mica_De_Japo-Barcelona_Catalonia.html,0.8481,5.0,Meats
766,Usagui,"Carrer de les Santjoanistes, 28, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d997268-Reviews-Usagui-Barcelona_Catalonia.html,0.8402,5.0,Seafood
767,VENUS Delicatessen Barcelona,"Carrer Avinyo 25, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d718429-Reviews-Venus_Delicatessen-Barcelona_Catalonia.html,0.9578,5.0,Tapas
768,Vai Moana,"Avenida Litoral S/N, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d4379490-Reviews-Vai_Moana-Barcelona_Catalonia.html,0.8074,5.0,Italian
769,Veg World India,"Carrer de Bruniquer, 24, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1100395-Reviews-Veg_World_India-Barcelona_Catalonia.html,0.9313,5.0,Asian
770,Vegetalia Born,"Pl. Del Fossar de Les Moreres, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8337477-Reviews-Vegetalia_Born-Barcelona_Catalonia.html,0.9493,5.0,Italian
771,Veggie Garden 100% vegano,"Carrrer Dels Angels 3, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2440882-Reviews-Veggie_Garden-Barcelona_Catalonia.html,0.8467,5.0,Vegetarian
772,Velodromo,"Muntaner 213, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1576209-Reviews-Velodromo-Barcelona_Catalonia.html,0.8074,5.0,Tapas
773,Vi Negre,"Carrer Guilleries, 17, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d10469794-Reviews-Vi_Negre-Barcelona_Catalonia.html,0.9217,5.0,Tapas
774,Via Veneto,"Ganduxer 10-12, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d718430-Reviews-Via_Veneto-Barcelona_Catalonia.html,0.9336,5.0,Tapas
775,Viana,"Carrer del Vidre, 7, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8531409-Reviews-Viana-Barcelona_Catalonia.html,0.8519,5.0,Tapas
776,Vic Braseria,"Sicilia 202, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2364549-Reviews-Asador_Vic_Braseria-Barcelona_Catalonia.html,0.9246,5.0,Tapas
777,Villa Caprice,"Avinguda De Gaudi, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d14903049-Reviews-Villa_Caprice-Barcelona_Catalonia.html,0.861,5.0,Tapas
778,Vinitus,"Carrer de Consell de Cent, 333, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1228300-Reviews-Vinitus-Barcelona_Catalonia.html,0.9117,5.0,Tapas
779,Vivant,"Consell de Cent 394, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6870895-Reviews-Vivant-Barcelona_Catalonia.html,0.936,5.0,Tapas
780,Vivo Tapas,"Carrer del Rosselló 255, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d10901576-Reviews-Vivo_Tapas-Barcelona_Catalonia.html,0.9657,5.0,Tapas
781,Volta al Món,"Calle Muntaner, 51, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3998079-Reviews-Volta_al_Mon-Barcelona_Catalonia.html,0.836,5.0,Tapas
782,Vrutal,"Rambla del Poblenou No 16, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d21262074-Reviews-Vrutal-Barcelona_Catalonia.html,0.9442,5.0,Tapas
783,Wakasa,"Napols, 287, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d795743-Reviews-Wakasa-Barcelona_Catalonia.html,0.836,5.0,Tapas
784,Watatsumi,"373-385, 5a Planta, Local R-1, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2318544-Reviews-Watatsumi-Barcelona_Catalonia.html,0.9217,5.0,Meats
785,Wine Mood,"Villaroel 26, Barcelona, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d17039924-Reviews-Wine_Mood-Barcelona_Catalonia.html,0.9495,5.0,Sudamerican
786,Wok to Walk,"Carrer de Sant Pau, 27, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2046167-Reviews-Wok_to_Walk_Barcelona-Barcelona_Catalonia.html,0.9001,5.0,Seafood
787,Xemei,"Paseo De La Exposicion 85, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1034370-Reviews-Xemei-Barcelona_Catalonia.html,0.908,5.0,Tapas
788,Xera Restaurant,"Calle De Les Sitges 10,barcelona, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d25012128-Reviews-Xera_Restaurant-Barcelona_Catalonia.html,0.9942,5.0,Tapas
789,Xerta Restaurant,"C/ Corsega, 289, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d10400854-Reviews-Xerta_Restaurant-Barcelona_Catalonia.html,0.8277,5.0,Tapas
790,Xiringuito Escribà,"Avinguda Litoral, 62, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d718434-Reviews-Xiringuito_Escriba-Barcelona_Catalonia.html,0.8876,5.0,Tapas
791,Xup Xup Restaurant,"Paseo Marítimo de la Barceloneta, S/N, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1856833-Reviews-Xup_Xup_Restaurant-Barcelona_Catalonia.html,0.8805,5.0,Vegetarian
792,Yakumanka,"C/ Valencia 207, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d12880690-Reviews-Yakumanka_by_Gaston_Acurio-Barcelona_Catalonia.html,0.9313,5.0,Seafood
793,Yamadori,"Aribau # 66, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d798650-Reviews-Yamadori-Barcelona_Catalonia.html,0.8957,5.0,Meats
794,Yashima,"Avda. Josep Tarradellas 145, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d950235-Reviews-Yashima-Barcelona_Catalonia.html,0.802,5.0,Seafood
795,Yatai,"Comte D'urgell 112, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d9591702-Reviews-Yatai-Barcelona_Catalonia.html,0.9062,5.0,Meats
796,Zarautz Taberna Vasca,"C/ Elisi, 13, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1367389-Reviews-Zarautz_Taberna_Vasca-Barcelona_Catalonia.html,0.9153,5.0,Tapas
797,Zenith Brunch & Cocktails,"Gran Via de les Corts Catalanes, 633, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d23531482-Reviews-Zenith_Brunch_Cocktails-Barcelona_Catalonia.html,0.9377,5.0,Seafood
798,Ziryab bar de tapas fusión mediterránea,"Carrer de Grunyi 5, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7302930-Reviews-Ziryab_Fusion_Tapas_Bar-Barcelona_Catalonia.html,0.8555,5.0,Tapas
799,bicos,"Avenida Diagonal 287, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d13436103-Reviews-Bicos-Barcelona_Catalonia.html,0.8835,5.0,Meats
800,chök - Carme,"Carrer de Carme, 3, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d4697511-Reviews-Chok_Carme-Barcelona_Catalonia.html,0.8973,5.0,Tapas
801,el tianguis,"Villarroel 42, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6953341-Reviews-El_tianguis-Barcelona_Catalonia.html,0.836,5.0,Tapas
802,il mercante di venezia,"josep anselmo clave 11, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d797890-Reviews-Il_Mercante_Di_Venezia-Barcelona_Catalonia.html,0.9776,5.0,Italian
803,murivecchi,"c/ princesa 59, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1007477-Reviews-Murivecchi-Barcelona_Catalonia.html,0.9022,5.0,Italian
804,Ándele París,"Carrer de París, 147, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d11914428-Reviews-Andele_Paris-Barcelona_Catalonia.html,0.9168,5.0,Tapas
805,Ándele Santa Fe,"Santa Fe Nou Mèxic, 6, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d826469-Reviews-Andele_Santa_Fe-Barcelona_Catalonia.html,0.836,5.0,Asian
